0.000000000000000000e+00,5.916023305045867153e-02,2.150511599751236513e+00,2.553545361201030039e-01
1.000000000000000000e+00,3.165497226921847734e-02,1.200899784590687247e+00,1.849187463904094497e-01
2.000000000000000000e+00,1.992573530532532056e-02,1.013624503110150288e+00,1.637460363315230705e-01
3.000000000000000000e+00,1.309717254607336949e-02,9.496499755005773924e-01,1.534140859133044377e-01
4.000000000000000000e+00,8.751268308188788272e-03,9.234482222593416445e-01,1.471079801792195274e-01
5.000000000000000000e+00,5.888182759929845231e-03,9.115139108524875633e-01,1.427013636631418725e-01
6.000000000000000000e+00,3.973672755626644730e-03,9.055563045922543353e-01,1.393577851814425672e-01
7.000000000000000000e+00,2.684859181981455022e-03,9.022955808946738765e-01,1.366944212630259448e-01
8.000000000000000000e+00,1.814654321661846861e-03,9.003428814133365155e-01,1.345114782680618959e-01
9.000000000000000000e+00,1.226377196629446732e-03,8.990759492895578076e-01,1.326912219701048279e-01
1.000000000000000000e+01,8.285558583948229123e-04,8.981987993054872943e-01,1.311566844983882152e-01
1.100000000000000000e+01,7.946898200007906921e-04,9.070249630885541814e-01,2.037960880443389078e-01
1.200000000000000000e+01,8.044975675956953171e-04,9.213111496788927157e-01,2.907848137945553413e-01
1.300000000000000000e+01,8.627537886625454922e-04,9.387492582598733204e-01,3.775126472246797538e-01
1.400000000000000000e+01,9.737131170262510686e-04,9.562753435219198961e-01,4.492663954520628722e-01
1.500000000000000000e+01,1.141254407403061990e-03,9.712055778540860107e-01,4.997513830434981430e-01
1.600000000000000000e+01,1.370158566865642327e-03,9.823077600002615428e-01,5.311643986375235160e-01
1.700000000000000000e+01,1.667545416074230069e-03,9.897542565002279691e-01,5.491260265166976184e-01
1.800000000000000000e+01,2.043857908371397251e-03,9.944096880287902618e-01,5.588462487047183291e-01
1.900000000000000000e+01,2.513421462857072172e-03,9.972155199525852831e-01,5.639242350279956018e-01
2.000000000000000000e+01,3.094838262824607493e-03,9.989137339527049964e-01,5.665171463356608594e-01
2.100000000000000000e+01,2.561135190139890352e-03,9.794267910210932016e-01,3.877368709700055316e-01
2.200000000000000000e+01,1.956852597374737161e-03,9.564357015029211206e-01,3.028871348328943669e-01
2.300000000000000000e+01,1.439233521984164708e-03,9.394284412967758291e-01,2.542598239389699533e-01
2.400000000000000000e+01,1.035335618168401091e-03,9.277816799556756200e-01,2.231150812469533118e-01
2.500000000000000000e+01,7.340110574615394496e-04,9.198222343003594759e-01,2.016544391428554683e-01
2.600000000000000000e+01,5.150223427893370256e-04,9.142644404490286592e-01,1.860909982105666827e-01
2.700000000000000000e+01,3.585815714696119895e-04,9.102703427246323642e-01,1.743759510913905075e-01
2.800000000000000000e+01,2.481710535460604820e-04,9.073149394464294915e-01,1.653075154088990417e-01
2.900000000000000000e+01,1.709450608805558429e-04,9.050691139968326526e-01,1.581349606787730289e-01
3.000000000000000000e+01,1.173014720965741075e-04,9.033228483493795924e-01,1.523651362232416318e-01
3.100000000000000000e+01,1.143543203769941633e-04,9.121050802181061012e-01,2.306125571411401232e-01
3.200000000000000000e+01,1.179797380501146521e-04,9.268626853600242521e-01,3.192461636443695849e-01
3.300000000000000000e+01,1.288391517032863034e-04,9.443100759309430714e-01,4.024634306030663300e-01
3.400000000000000000e+01,1.475333807862284614e-04,9.610643761605029978e-01,4.676343652811615903e-01
3.500000000000000000e+01,1.746751708843050283e-04,9.747157128929009318e-01,5.115448141445381181e-01
3.600000000000000000e+01,2.110971447697451166e-04,9.844806713145247690e-01,5.380452476915824622e-01
3.700000000000000000e+01,2.580513928633517947e-04,9.908107776688919177e-01,5.528955301289758539e-01
3.800000000000000000e+01,3.173438177065154961e-04,9.946325791675417749e-01,5.608278727108566564e-01
3.900000000000000000e+01,3.914266081322792913e-04,9.968306138229425795e-01,5.649360916112218245e-01
4.000000000000000000e+01,4.834891786677703897e-04,9.980595804973063645e-01,5.670207277284280423e-01
4.100000000000000000e+01,4.013254138259147899e-04,9.783717680230882285e-01,3.879417074246265806e-01
4.200000000000000000e+01,3.073817377114628976e-04,9.554563352137699361e-01,3.030172988049483762e-01
4.300000000000000000e+01,2.264966889260917329e-04,9.386205286351994026e-01,2.543638012014948768e-01
4.400000000000000000e+01,1.631609522159341709e-04,9.271560649169403590e-01,2.232055325066963913e-01
4.500000000000000000e+01,1.157923762820816977e-04,9.193566992376003277e-01,2.017348957075021931e-01
4.600000000000000000e+01,8.130608081548353408e-05,9.139275281265215600e-01,1.861625758371850126e-01
4.700000000000000000e+01,5.663879632351160286e-05,9.100315857917972151e-01,1.744392437517817973e-01
4.800000000000000000e+01,3.921395109646709184e-05,9.071485955731891648e-01,1.653631022875310941e-01
4.900000000000000000e+01,2.701857077920344710e-05,9.049549333594056888e-01,1.581834991905054222e-01
5.000000000000000000e+01,1.854353185164543913e-05,9.032455743792108249e-01,1.524073529188215426e-01
5.100000000000000000e+01,1.808050246548485509e-05,9.120491505927486031e-01,2.306670426294991361e-01
5.200000000000000000e+01,1.865668297574854948e-05,9.268161225797825198e-01,3.193040880802404669e-01
5.300000000000000000e+01,2.037722360783754288e-05,9.442647715068847036e-01,4.025139967905170812e-01
5.400000000000000000e+01,2.333779866690266651e-05,9.610138265933048096e-01,4.676715042831677271e-01
5.500000000000000000e+01,2.763621795270247713e-05,9.746547713324866802e-01,5.115686764263880359e-01
5.600000000000000000e+01,3.340547700992408298e-05,9.844051681327986580e-01,5.380590876480468854e-01
5.700000000000000000e+01,4.084556243688752239e-05,9.907168548254420282e-01,5.529028391415280463e-01
5.800000000000000000e+01,5.024505871348674060e-05,9.945159631443812875e-01,5.608311949421725950e-01
